Statement,Sentiment
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive
$GTAT Will re-enter short on bounce...,negative
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",positive
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",negative
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",positive
Crown Castle buys Tower Development Corp for $461 million,positive
"European shares plunge, roiled by BHP and oil; hopes turn to ECB",negative
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,negative
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,positive
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,positive
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",positive
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endÃ¢â‚¬â€That's another hun from here.Long LEAPS =^.^=,positive
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",positive
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,negative
Operating profit for 2009 lower than outlook published earlier .,negative
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative
The announced restructuring will significantly decrease the Company 's indebtedness .,positive
"Finnish Bank of +Ã land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",negative
More than a third of the original participants dropped out due to nausea and other side effects .,negative
$AMZN Going thru the roof needs a sell!,positive
"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",negative
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,negative
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",negative
Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,positive
$ELN longs...congrats...another HOD,positive
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",negative
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",negative
The company said it estimates to make a slight profit thanks to cost-cutting measures .,positive
GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,positive
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive
@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,positive
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",positive
"Kiosk and cinema operations have suffered , in particular .",negative
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",positive
"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",positive
Asian traffic declined by 3.4 per cent .,negative
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,negative
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative
YIT Construction and the town of Riihim+Ã±ki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .,positive
ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,positive
4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,positive
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",negative
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,negative
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive
"Aviva, M&G suspend property funds as investors panic",negative
Both the net sales and operating profit were record high in the company 's history .,positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive
"The competition was received with great enthusiasm by the employees , he goes on .",positive
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",negative
Subscription sales decreased slightly .,negative
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,positive
$RNN staying above the open a very good sign!!!,positive
The new policy was also aimed at making the companies more profitable and competitive .,positive
"Centrica extends gas deals with Gazprom, Statoil",positive
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,positive
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",positive
$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,positive
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,positive
Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,positive
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",positive
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,positive
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,positive
"W+Ã±rtsil+Ã± 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",positive
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive
